month,pct,quantity_of_plasters,rx_items,actual_cost,net_cost
2021-10-01,00X,1765.0,57,3910.83192,4194.35
2021-03-01,05W,2680.0,86,5874.78268,6310.24
2019-11-01,72Q,30090.0,896,63943.26224000001,68627.95000000001
2019-11-01,06H,2180.0,61,4880.768889999999,5250.210000000001
2020-02-01,27D,5061.0,170,10244.46881,11001.189999999999
2020-02-01,15E,7475.0,235,16738.64762,17974.44
2020-03-01,42D,4820.0,142,10766.848590000001,11588.800000000001
2020-03-01,04Y,535.0,17,1166.11247,1254.93
2020-03-01,03L,2180.0,78,4889.89112,5261.1
2022-01-01,09D,2865.0,116,6453.42317,6892.58
2019-03-01,26A,4365.0,128,9758.08009,10501.62
2019-03-01,05W,2100.0,68,4710.98479,5067.98
2017-02-01,01F,6385.0,212,14293.71319,15409.109999999999
2017-02-01,15M,7515.0,204,16818.08939,18136.190000000002
2016-12-01,16C,18255.0,609,40802.16041000001,44055.44
2016-12-01,D4U1Y,3470.0,115,7755.765520000001,8374.25
2019-02-01,06H,2030.0,51,4550.21965,4899.07
2020-08-01,00V,1020.0,29,2279.4346,2450.73
2020-11-01,04C,9390.0,296,18537.49725,19920.89
2020-11-01,X2C4Y,2120.0,62,4760.43792,5116.26
2021-08-01,X2C4Y,1815.0,60,4089.6593399999997,4380.19
2017-11-01,02H,1330.0,40,2953.78063,3188.01
2017-11-01,01T,5700.0,182,12716.7332,13723.42
2017-11-01,15F,7745.0,231,17320.4998,18691.3
2015-09-01,42D,4355.0,141,11226.600100000001,12139.090000000002
2015-09-01,99E,825.0,26,1995.74558,2158.2
2015-09-01,71E,11420.0,344,25485.06795,27560.25
2018-12-01,93C,3895.0,117,8728.37148,9399.91
2018-12-01,11N,10930.0,343,23997.36133,25845.559999999998
2021-04-01,W2U3Z,39695.0,1161,81293.13957999999,87206.93000000001
2020-01-01,93C,3325.0,100,7397.680549999998,7953.720000000001
2020-01-01,03K,990.0,29,2202.27315,2367.49
2020-01-01,36J,6785.0,210,15230.14942,16374.499999999998
2020-01-01,02X,3010.0,98,6639.92016,7139.24
2020-01-01,15A,10600.0,329,20970.942939999997,22545.960000000003
2018-06-01,00Q,2740.0,97,6131.38557,6601.65
2021-06-01,00L,1655.0,54,3720.97721,3994.0699999999997
2021-06-01,11X,2330.0,71,4963.92778,5328.030000000001
2021-06-01,A3A8R,6865.0,214,15373.413439999998,16502.4
2021-06-01,D9Y0V,12440.0,400,27069.92878,29057.14
2015-06-01,02T,4095.0,147,9345.387759999998,10099.75
2018-03-01,03F,4835.0,151,10813.85022,11657.59
2018-03-01,42D,3915.0,117,8740.46379,9422.84
2017-10-01,42D,5120.0,150,11418.999719999998,12345.369999999999
2017-06-01,W2U3Z,42760.0,1325,95854.06624999992,103194.07
2018-01-01,11J,1800.0,59,4018.3161,4333.139999999999
2017-03-01,M1J4Y,9550.0,281,21341.848879999998,23047.309999999998
2018-02-01,15M,5660.0,166,11761.622299999997,12669.400000000001
2018-02-01,05D,995.0,24,2229.13537,2401.26
2017-08-01,02M,1625.0,53,3633.51843,3921.6600000000003
2017-08-01,01X,16135.0,559,32291.423089999997,34841.22
2017-08-01,10R,585.0,16,1308.1313099999998,1411.8
2016-03-01,00T,1875.0,57,4189.07743,4525.0
2016-03-01,01K,3245.0,112,7249.91277,7831.27
2017-05-01,00X,3030.0,105,6776.50128,7312.370000000001
2015-01-01,00V,1370.0,43,3059.21263,3306.26
2015-01-01,02Y,3990.0,120,8908.706850000002,9629.2
2017-04-01,X2C4Y,3925.0,123,8783.45496,9472.35
2017-04-01,D2P2L,10445.0,317,23374.400040000008,25207.23000000001
2017-04-01,06K,3365.0,106,7530.433520000001,8120.84
2016-10-01,99E,1290.0,35,2881.99482,3113.2000000000003
2021-01-01,05G,2055.0,58,4556.31078,4894.24
2021-01-01,92A,4990.0,148,11212.6486,12042.499999999998
2018-10-01,15M,5835.0,160,11815.85142,12744.199999999999
2017-01-01,00Q,2920.0,103,6534.411150000001,7046.570000000001
2017-01-01,00N,950.0,30,2125.37273,2292.66
2017-01-01,03L,2075.0,62,4642.35141,5007.66
2018-11-01,14L,4725.0,157,10564.30198,11381.25
2015-11-01,99C,2115.0,64,4721.26003,5104.18
2015-11-01,01H,3390.0,123,7569.2087599999995,8181.15
2015-11-01,09D,4780.0,154,10671.076550000002,11535.77
2019-08-01,01D,1070.0,41,2382.85428,2564.15
2021-07-01,01H,2275.0,77,5111.87405,5479.4800000000005
2021-07-01,42D,4805.0,149,10633.731350000002,11400.57
2020-06-01,01F,3680.0,118,8243.832999999999,8870.19
2016-06-01,04Y,710.0,25,1588.5796400000002,1713.4700000000003
2015-08-01,02H,1140.0,40,3350.91456,3620.0
2020-12-01,05D,745.0,15,1641.9573100000002,1765.35
2020-12-01,00T,1885.0,55,4043.8477499999995,4346.41
2018-08-01,99G,770.0,24,1725.1657500000001,1858.26
2016-07-01,12F,8795.0,319,19678.8566,21225.190000000002
2016-07-01,02Q,820.0,22,1833.88842,1978.93
2016-07-01,15F,8105.0,242,18130.750140000004,19560.12
2020-09-01,99E,870.0,19,1849.12327,1991.0
2016-02-01,99A,21180.0,686,47338.88813000001,51114.28
2016-02-01,92G,3065.0,94,6849.359779999999,7396.879999999998
2016-02-01,11N,11625.0,352,25976.18895,28054.96
2015-03-01,01J,8265.0,279,18454.81046,19946.170000000002
2015-03-01,X2C4Y,4260.0,167,9559.10571,10328.770000000002
2015-03-01,00Q,3045.0,110,6800.13488,7348.56
2016-05-01,03N,5270.0,168,11779.659199999998,12718.300000000001
2015-05-01,X2C4Y,3665.0,143,8189.15858,8844.900000000001
2015-05-01,12F,5530.0,204,12523.870780000001,13526.66
2015-05-01,26A,2200.0,77,5381.063,5814.219999999999
2015-05-01,06K,2070.0,66,4623.826050000001,4995.6
2020-04-01,05G,1710.0,52,3736.5428199999997,4018.1899999999996
2015-02-01,03R,1120.0,31,2502.86399,2702.9300000000003
2015-02-01,78H,1730.0,50,3865.8378300000004,4175.07
2016-04-01,26A,2645.0,86,5909.375040000001,6383.24
2019-09-01,00R,565.0,16,1266.5176099999999,1363.5300000000002
2019-04-01,15N,35660.0,1083,72858.61183,78392.28
2019-04-01,01F,6045.0,204,13541.407920000001,14566.870000000003
2018-05-01,36L,17855.0,593,39722.90727999999,42791.399999999994
2018-05-01,02P,2210.0,69,4949.7394300000005,5333.460000000001
2016-11-01,11N,11445.0,367,25592.80521,27620.579999999994
2016-01-01,02Y,4870.0,155,10879.663069999999,11752.920000000002
2019-10-01,92G,3465.0,99,7603.853669999999,8186.629999999999
2020-05-01,00V,885.0,25,1985.71825,2135.79
2020-05-01,01Y,940.0,31,2079.37698,2235.94
2019-07-01,06K,3710.0,112,7907.74509,8504.58
2018-07-01,03F,4430.0,138,9931.60123,10691.060000000001
2019-12-01,99E,1320.0,31,2840.2923699999997,3055.28
2021-10-01,42D,5015.0,152,11068.35785,11874.78
2021-03-01,00X,2025.0,65,4519.52202,4854.389999999999
2019-11-01,B2M3M,3830.0,129,7932.051450000001,8531.73
2019-11-01,00L,1695.0,58,3802.9358199999997,4090.59
2019-11-01,00P,2270.0,92,5095.2321,5478.28
2016-08-01,01K,3285.0,112,7347.860889999999,7927.83
2016-08-01,01F,5725.0,191,12807.37326,13816.339999999998
2021-12-01,W2U3Z,41025.0,1205,83911.10671,89866.41000000002
2021-12-01,D4U1Y,4675.0,142,10514.538939999999,11260.599999999999
2020-03-01,52R,8740.0,249,19023.43842,20473.5
2022-01-01,15N,22835.0,703,45790.99585000001,48930.899999999994
2022-01-01,04Y,370.0,13,795.16848,849.49
2016-12-01,03W,6515.0,204,14560.87197,15722.86
2020-10-01,07K,5535.0,171,11153.907729999999,12011.160000000002
2019-02-01,01K,1735.0,59,3869.8492100000003,4165.42
2019-02-01,11M,4265.0,146,9523.114660000001,10251.249999999998
2015-12-01,99G,470.0,18,1048.19158,1134.27
2020-11-01,00N,860.0,28,1931.26872,2075.46
2020-11-01,02H,1125.0,35,2506.2211399999997,2693.2700000000004
2021-08-01,99C,1805.0,48,4066.10053,4356.070000000001
2021-08-01,00V,1045.0,29,2354.9338399999997,2521.91
2021-08-01,10R,435.0,14,966.77736,1035.31
2017-11-01,97R,7560.0,244,16907.06551,18244.77
2015-09-01,B2M3M,3490.0,119,7791.394929999999,8422.48
2018-12-01,01J,9755.0,420,19198.196180000003,20653.28
2018-12-01,36L,16305.0,524,36304.10281,39094.2
2018-12-01,27D,7150.0,218,14501.5899,15617.259999999998
2021-04-01,15N,25505.0,782,50636.22243999998,54344.59999999999
2021-04-01,04Y,410.0,17,891.97481,956.8900000000001
2021-04-01,02Q,1170.0,35,2455.5200699999996,2635.35
2020-01-01,07H,960.0,32,2155.41011,2316.7799999999997
2020-07-01,01A,5140.0,186,11529.66533,12404.48
2018-06-01,02H,1190.0,35,2646.1043,2850.14
2021-06-01,03Q,3100.0,85,6765.71157,7264.130000000001
2021-06-01,06T,2570.0,82,5179.42935,5559.72
2021-06-01,15E,7035.0,228,15690.95504,16842.03
2021-05-01,09D,2845.0,110,6392.287840000001,6855.16
2021-05-01,06H,1810.0,59,4061.3128400000005,4357.2699999999995
2015-06-01,26A,2320.0,69,6378.19877,6896.42
2018-03-01,01E,3390.0,123,7582.44663,8170.33
2018-03-01,06Q,4370.0,127,8854.269950000002,9545.36
2021-11-01,01D,1100.0,37,2477.47117,2654.6800000000003
2017-10-01,00Q,2980.0,113,6656.672140000001,7191.68
2017-10-01,W2U3Z,41875.0,1231,93290.75133999999,100848.20999999996
2017-10-01,70F,8190.0,258,18283.957179999998,19765.17
2021-02-01,05V,720.0,22,1578.1829400000001,1694.1599999999999
2021-02-01,00Y,885.0,28,1908.83441,2048.92
2018-01-01,02G,5815.0,179,13001.315729999998,14022.63
2017-03-01,D4U1Y,4185.0,130,9353.28287,10099.8
2017-08-01,05Q,1260.0,36,2817.22753,3040.8000000000006
2016-03-01,W2U3Z,36765.0,1165,82145.37436999995,88726.12
2016-03-01,00X,4315.0,151,9642.537769999999,10413.490000000002
2016-03-01,11X,1340.0,44,2993.5925700000003,3233.8600000000006
2016-03-01,11J,1635.0,56,3653.2355400000006,3945.7899999999995
2021-09-01,09D,2465.0,102,5541.10195,5938.11
2021-09-01,07K,8065.0,252,16490.148090000002,17682.5
2021-09-01,01E,2715.0,93,6092.329519999999,6530.460000000001
2021-09-01,05V,780.0,24,1809.50943,1817.24
2017-04-01,06L,10145.0,295,22698.926789999998,24483.29
2017-04-01,92A,7800.0,238,17455.008280000002,18823.920000000006
2017-04-01,02H,1090.0,33,2439.2879000000003,2630.5299999999997
2016-10-01,99C,2710.0,92,6056.593800000001,6540.15
2016-10-01,W2U3Z,41155.0,1276,91974.03883000005,99320.62000000008
2021-01-01,03K,870.0,26,1934.67308,2077.88
2021-01-01,B2M3M,3445.0,108,7111.68495,7638.79
2021-01-01,03W,6210.0,183,13872.300630000002,14899.93
2021-01-01,06Q,2705.0,81,5297.50347,5690.030000000001
2018-10-01,27D,8165.0,245,16969.99148,18300.26
2018-10-01,B2M3M,4040.0,134,8490.106020000001,9154.41
2017-01-01,01F,5660.0,198,12665.442550000002,13659.470000000001
2017-09-01,03L,2625.0,89,5866.88861,6335.0199999999995
2017-09-01,D2P2L,8735.0,269,19400.399540000006,20950.09000000001
2018-11-01,15C,2495.0,79,5284.382630000001,5693.67
2018-04-01,03R,615.0,16,1378.1011899999999,1484.2
2021-07-01,02X,2930.0,93,6484.741840000001,6951.59
2020-06-01,07H,770.0,27,1727.37538,1858.26
2016-06-01,36J,13750.0,441,30759.549220000008,33183.310000000005
2016-06-01,W2U3Z,40910.0,1273,91523.87726000001,98729.24
2016-06-01,92A,7915.0,260,17708.019830000005,19101.510000000002
2015-08-01,01F,3750.0,114,9442.16007,10200.78
2015-08-01,06K,1695.0,58,3786.60524,4090.58
2020-12-01,01J,8885.0,372,17186.99762,18455.93
2018-08-01,36J,10041.0,307,22543.845540000002,24290.239999999998
2015-04-01,06T,3660.0,115,11101.38001,12000.34
2016-07-01,01E,5030.0,167,11254.22077,12139.0
2016-07-01,01T,4965.0,168,11107.93768,11982.17
2020-09-01,02Q,1365.0,42,2857.95544,3077.0
2016-02-01,11J,1720.0,57,3844.5061399999995,4150.9400000000005
2015-03-01,01W,1550.0,43,3460.80163,3740.6599999999994
2015-03-01,06N,3400.0,110,7591.364529999999,8204.85
2017-07-01,06L,8805.0,258,19665.13224,21249.4
2016-05-01,26A,2880.0,94,6436.107120000001,6950.379999999999
2015-05-01,01V,3140.0,108,7618.1113700000005,8229.45
2015-05-01,36L,19400.0,671,48394.70743000001,52277.11
2016-09-01,01J,8915.0,415,19955.53778,21514.819999999996
2016-09-01,07K,7570.0,227,16923.518210000002,18268.92
2015-02-01,01V,2960.0,92,6616.015670000001,7143.460000000001
2015-02-01,01H,2190.0,75,4894.54547,5285.17
2016-04-01,00X,4380.0,150,9788.78518,10570.36
2019-09-01,72Q,31350.0,920,66622.83201999999,71625.32000000002
2019-09-01,15C,2545.0,74,5239.392089999999,5640.59
2018-05-01,D4U1Y,3930.0,124,8803.61798,9484.38
2016-11-01,00P,2125.0,70,4752.8193599999995,5128.34
2016-01-01,01X,12610.0,450,28179.98248,30432.019999999997
2016-01-01,14Y,945.0,31,2111.3740900000003,2280.6000000000004
2015-10-01,00R,1410.0,50,3145.0398400000004,3402.79
2015-10-01,06N,4335.0,129,9796.33469,10461.800000000001
2015-07-01,78H,1580.0,47,3592.6944300000005,3885.47
2019-10-01,03F,2185.0,70,4897.79933,5273.120000000001
2020-05-01,X2C4Y,1830.0,61,4106.48501,4416.41
2019-01-01,99C,2580.0,77,5781.35515,6226.380000000001
2019-01-01,99G,660.0,25,1479.3543599999998,1592.7900000000002
2019-01-01,00N,880.0,30,1972.10712,2123.7300000000005
2019-12-01,92G,3160.0,83,6958.90792,7484.950000000001
2019-12-01,X2C4Y,2275.0,72,5095.1276100000005,5479.47
2019-12-01,07H,1155.0,37,2591.9100900000003,2787.39
2019-05-01,15N,36760.0,1137,74354.51312000002,80036.95999999999
2017-12-01,15M,6890.0,200,14439.690000000002,15579.879999999997
2021-10-01,14L,3840.0,132,8417.28278,9028.279999999999
2021-03-01,01K,2415.0,80,5394.856309999999,5795.620000000001
2021-03-01,D2P2L,7915.0,219,17038.2657,18243.58
2019-11-01,A3A8R,8165.0,256,18289.77188,19672.320000000003
2016-08-01,12F,9835.0,337,22000.982129999997,23735.079999999998
2020-02-01,16C,14620.0,463,32814.18543,35239.48
2020-02-01,00T,1560.0,47,3414.57801,3667.05
2020-02-01,02Y,2115.0,61,4741.76141,5093.330000000001
2021-12-01,02P,1840.0,51,3595.1864100000003,3850.4700000000003
2022-01-01,84H,9030.0,301,19690.80619,21037.55
2022-01-01,99F,360.0,10,792.5767,847.08
2019-03-01,02G,5360.0,167,12011.940419999999,12924.580000000002
2019-03-01,03W,6785.0,196,15165.792389999999,16320.15
2017-02-01,16C,15495.0,520,34686.571110000004,37394.659999999996
2020-10-01,01X,13955.0,469,26955.344960000002,29022.68
2020-10-01,04V,10110.0,296,20020.07299,21560.72
2020-10-01,05D,955.0,21,2119.83279,2283.01
2020-10-01,00N,915.0,30,2050.90247,2208.19
2015-12-01,16C,14790.0,492,32981.04446999999,35693.22
2015-12-01,02X,2905.0,91,6477.57963,7010.74
2020-08-01,10R,350.0,12,786.00893,844.6600000000001
2020-08-01,01G,795.0,28,1784.9321100000002,1918.58
2020-11-01,01A,4845.0,165,10881.819839999998,11692.54
2020-11-01,06H,2025.0,67,4537.446250000001,4876.15
2021-08-01,00X,1910.0,61,4242.91817,4544.29
2021-08-01,52R,6975.0,188,14953.251470000001,16018.48
2017-11-01,01K,2215.0,85,4954.8730000000005,5345.530000000001
2015-09-01,06L,9275.0,260,31895.59369,34494.149999999994
2015-09-01,05V,750.0,24,1674.19703,1810.0
2021-04-01,09D,2400.0,100,5399.70274,5792.1
2021-04-01,00R,700.0,22,1574.3441599999999,1689.33
2020-01-01,02Y,2035.0,59,4557.4229,4900.27
2018-06-01,03K,915.0,29,2040.1674,2197.35
2018-06-01,05W,2660.0,87,5962.23616,6419.44
2018-06-01,12F,13050.0,450,25843.955929999996,27826.94
2021-05-01,00T,1715.0,56,3709.8519800000004,3979.59
2015-06-01,12F,5860.0,210,13287.4597,14359.259999999998
2015-06-01,78H,1845.0,57,4186.385179999999,4525.0
2018-03-01,05G,2025.0,59,4513.32432,4865.2699999999995
2018-03-01,05W,2405.0,80,5385.442639999999,5804.0599999999995
2017-10-01,18C,2480.0,75,5536.27152,5985.079999999999
2017-10-01,D2P2L,10255.0,315,22667.547579999995,24502.300000000007
2021-02-01,03W,5775.0,166,12903.430240000002,13850.12
2021-02-01,91Q,14120.0,449,28557.446679999994,30648.090000000004
2018-01-01,01D,1105.0,43,2473.85841,2666.71
2018-01-01,03F,4725.0,141,10561.48023,11392.130000000001
2017-03-01,01X,16875.0,595,37722.31487,40724.9
2017-03-01,01T,5815.0,184,12995.69155,14033.529999999999
2018-02-01,09D,3095.0,92,6934.92641,7469.26
2018-02-01,03H,325.0,10,728.37492,784.3400000000001
2018-02-01,01W,1125.0,31,2418.45277,2604.58
2017-08-01,99G,335.0,15,749.64328,808.45
2021-09-01,10R,320.0,10,717.03187,768.64
2021-09-01,99E,540.0,14,1154.4060399999998,1238.04
2017-05-01,01T,5715.0,177,12778.05376,13792.200000000003
2015-01-01,02P,1470.0,49,3282.6637,3547.57
2017-04-01,52R,10445.0,303,23372.94911,25207.199999999997
2017-04-01,D9Y0V,19715.0,658,44122.39053999998,47578.819999999985
2021-01-01,02A,1895.0,56,4072.85535,4374.17
2021-01-01,36L,14320.0,467,31560.612159999997,33891.060000000005
2018-10-01,97R,6705.0,210,15006.372209999998,16181.380000000001
2018-10-01,00R,845.0,23,1890.8440500000002,2039.2600000000002
2018-10-01,99E,960.0,24,2107.55161,2273.36
2017-01-01,99A,21950.0,702,49113.25372000001,52972.61
2017-01-01,15N,29930.0,934,66962.63938000001,72231.07
2017-01-01,15E,10235.0,351,22902.834480000005,24700.40000000001
2017-01-01,D2P2L,10805.0,336,24174.984840000005,26075.970000000012
2018-11-01,92G,3980.0,111,8846.803650000002,9532.669999999998
2018-04-01,M1J4Y,9110.0,260,20238.026900000004,21800.870000000003
2018-04-01,00P,2325.0,76,5209.506130000001,5611.01
2018-04-01,01K,2455.0,84,5500.88615,5924.74
2018-04-01,02X,2795.0,88,6251.697790000001,6734.4
2019-08-01,01X,14545.0,484,27920.42722,30055.559999999998
2016-06-01,27D,8910.0,293,19933.622359999998,21502.79
2016-06-01,01E,4755.0,154,10638.944770000002,11475.349999999999
2015-08-01,52R,7765.0,226,17746.434850000005,19173.920000000006
2018-08-01,12F,13755.0,457,26869.02476,28943.690000000002
2018-08-01,02A,2640.0,80,5903.428109999999,6360.34
2018-08-01,00R,720.0,22,1613.08494,1737.5900000000001
2015-04-01,18C,2380.0,69,5313.04926,5743.72
2015-04-01,99F,215.0,8,480.0513199999999,518.87
2015-04-01,92G,2400.0,80,5358.473420000001,5792.0
2015-04-01,01V,3145.0,98,7893.02746,8531.130000000001
2016-07-01,84H,20125.0,700,45027.46015,48568.240000000005
2016-07-01,D9Y0V,18340.0,606,41030.009000000005,44260.48
2016-07-01,00T,1905.0,55,4261.2166099999995,4597.400000000001
2016-07-01,04Y,525.0,17,1174.52585,1267.0
2016-07-01,10Q,5290.0,172,11834.29531,12766.46
2020-09-01,B2M3M,3110.0,97,6522.89301,7022.1900000000005
2015-03-01,04Y,630.0,18,1406.3696400000001,1520.4
2015-03-01,A3A8R,5880.0,168,15107.178270000002,16330.210000000003
2015-03-01,10R,485.0,20,1083.28819,1170.45
2017-07-01,10Q,6255.0,190,13908.75051,15026.61
2017-07-01,03L,2560.0,87,5719.21093,6178.150000000001
2017-07-01,01D,1920.0,60,4289.363069999999,4633.58
2016-09-01,52R,10135.0,285,22657.870379999997,24459.100000000002
2020-04-01,01J,8545.0,348,16698.61526,17939.47
2020-04-01,X2C4Y,2020.0,65,4533.75091,4874.929999999999
2020-04-01,02X,3050.0,103,6735.402169999999,7242.99
2020-04-01,11X,1870.0,60,4004.8209599999996,4306.59
2016-04-01,52R,9325.0,262,20833.74282,22504.280000000002
2016-04-01,M2L0M,4625.0,128,10332.561580000001,11161.64
2016-04-01,91Q,18650.0,639,41831.80095999999,45008.680000000015
2019-04-01,11N,11085.0,343,23745.599589999998,25549.96
2018-05-01,13T,6990.0,227,15638.7837,16847.52
2016-11-01,05D,1345.0,37,3007.64288,3245.9200000000005
2016-11-01,15N,31100.0,960,69546.66470000002,75054.64000000001
2016-11-01,01K,3415.0,120,7637.384840000001,8241.550000000001
2016-11-01,01W,1255.0,35,2806.87716,3028.7300000000005
2021-08-01,05V,550.0,18,1293.21942,1262.17
2016-01-01,04C,5760.0,173,12868.520409999997,13900.82
2015-07-01,03F,4720.0,147,12040.915860000001,13021.230000000001
2015-07-01,03Q,2910.0,77,6493.74698,7022.79
2015-07-01,04C,5515.0,173,12675.64245,13707.73
2020-05-01,99G,395.0,15,886.88342,953.2500000000001
2018-09-01,01X,15195.0,520,29213.07896,31463.159999999996
2018-09-01,02G,5345.0,162,11973.60538,12899.25
2018-09-01,B2M3M,3575.0,137,7583.74236,8166.219999999999
2018-09-01,02A,2330.0,71,5220.62455,5623.07
2018-09-01,02H,1215.0,37,2711.52472,2921.34
2019-07-01,09D,2725.0,79,6115.222180000001,6576.33
2019-06-01,06H,2265.0,70,5082.117410000001,5466.200000000001
2019-01-01,99F,335.0,12,750.91906,808.4599999999999
2019-05-01,01E,3140.0,106,7042.312240000001,7577.860000000001
2019-05-01,07G,700.0,24,1529.06537,1645.8899999999999
2017-12-01,03F,4810.0,148,10758.9995,11608.130000000001
2021-10-01,71E,7025.0,207,15679.26691,16823.35
2021-10-01,D2P2L,7580.0,202,16464.133049999997,17663.190000000002
2021-03-01,01X,14445.0,497,28072.543769999997,30150.910000000003
2021-03-01,01V,4890.0,143,10944.11667,11757.75
2021-03-01,02E,3225.0,80,7132.38357,7663.540000000001
2019-11-01,92A,5670.0,179,12672.00594,13629.29
2016-08-01,00N,1090.0,35,2437.7041099999997,2630.5299999999997
2020-02-01,M1J4Y,6070.0,173,12981.43061,13943.049999999997
2020-02-01,01E,3055.0,101,6856.281849999999,7361.860000000001
2020-02-01,05W,1930.0,58,4265.38714,4579.889999999999
2020-02-01,06K,3145.0,90,6525.72841,7008.92
2020-02-01,06L,7275.0,200,14252.019139999999,15308.970000000001
2020-03-01,09D,2570.0,132,5770.4065,6202.48
2020-03-01,01V,6065.0,192,13560.56648,14593.41
2022-01-01,13T,3765.0,125,8494.449550000001,9075.359999999999
2019-03-01,03F,2745.0,88,6156.11194,6624.59
2016-12-01,99E,1410.0,39,3150.49237,3402.8000000000006
2020-10-01,05Q,1290.0,43,2740.1162999999997,2950.3
2019-02-01,15F,5605.0,171,12567.70834,13526.740000000002
2020-08-01,04Y,470.0,16,987.70986,1061.8600000000001
2020-08-01,14Y,1445.0,47,3203.49635,3443.84
2020-11-01,15A,11050.0,322,22488.61282,24169.520000000004
2020-11-01,70F,6725.0,193,15039.99009,16164.47
2021-08-01,15M,3635.0,104,7300.511910000001,7820.389999999999
2017-11-01,99F,580.0,16,1296.76928,1399.73
2015-09-01,27D,7665.0,275,17113.76124,18497.910000000003
2015-09-01,02Y,4630.0,137,11402.12615,12330.24
2015-09-01,06K,2370.0,71,5290.318499999999,5719.58
2021-04-01,01D,1035.0,34,2328.01599,2497.8
2021-04-01,15C,2665.0,83,5429.776809999999,5826.989999999999
2020-01-01,42D,4075.0,121,9064.54184,9747.46
2020-01-01,01H,2015.0,75,4514.5610400000005,4852.01
2020-07-01,27D,5930.0,198,12194.43513,13120.109999999997
2021-06-01,05V,890.0,29,2247.48387,2104.4300000000003
2015-06-01,16C,12235.0,416,27922.109899999996,30178.860000000004
2015-06-01,01K,2965.0,108,6620.96008,7155.52
2015-06-01,05Q,1570.0,52,3505.53776,3788.9399999999996
2018-03-01,15M,6185.0,180,12839.72944,13842.279999999999
2021-11-01,00N,900.0,31,2026.68433,2172.0
