month,pct,quantity_of_plasters,rx_items,actual_cost,net_cost
2019-06-01,01T,4970.0,160,11111.06494,11950.86
2019-06-01,02P,2185.0,65,4872.057779999999,5240.530000000001
2017-12-01,03R,1195.0,36,2663.263,2873.07
2021-10-01,M2L0M,2615.0,72,5686.50928,6100.9
2021-03-01,M1J4Y,5710.0,165,12036.8042,12931.259999999998
2019-11-01,01X,15485.0,521,29817.618540000003,32065.25
2019-11-01,99G,465.0,16,1033.7031499999998,1111.3300000000002
2016-08-01,97R,9415.0,329,21062.600730000002,22721.46
2020-02-01,01W,1015.0,27,2078.68136,2232.32
2020-02-01,03N,4910.0,149,10978.74149,11789.739999999998
2021-12-01,06N,6095.0,187,11900.793950000001,12743.55
2022-01-01,07H,1095.0,42,2429.72429,2595.51
2017-02-01,A3A8R,10840.0,334,24266.38239,26160.56
2016-12-01,01V,5925.0,205,13244.76819,14298.93
2016-12-01,07K,5465.0,173,12213.52661,13188.83
2016-12-01,00Q,2860.0,97,6393.385770000001,6902.110000000001
2016-12-01,05V,1030.0,38,2302.21333,2485.7200000000003
2020-08-01,01K,2250.0,77,5000.43893,5375.7
2020-08-01,06L,6760.0,189,13299.9277,14301.419999999998
2020-11-01,B2M3M,3570.0,112,7417.01562,7971.23
2020-11-01,01Y,1270.0,40,2842.27758,3054.0600000000004
2021-08-01,01T,4245.0,122,9502.87285,10179.43
2021-08-01,D2P2L,7345.0,206,15852.047080000004,16980.21
2017-11-01,00V,1095.0,31,2448.28465,2642.6000000000004
2017-11-01,01A,5345.0,185,11954.67411,12899.17
2017-11-01,02Q,840.0,26,1858.09221,2005.4800000000002
2015-09-01,01Y,4195.0,148,9366.30083,10123.95
2015-09-01,03L,1335.0,42,3783.20675,4090.6000000000004
2015-09-01,18C,2995.0,89,6684.293380000001,7227.929999999999
2018-12-01,03K,665.0,19,1479.81632,1594.0100000000002
2021-04-01,99F,420.0,12,944.2334799999999,1013.6000000000001
2020-07-01,01T,5560.0,174,12439.2501,13385.56
2020-07-01,02Y,2370.0,71,5303.83539,5708.73
2020-07-01,10Q,7525.0,256,15357.552490000002,16527.789999999997
2018-06-01,11N,11245.0,362,25167.13985,27105.34
2021-06-01,06Q,3420.0,89,6820.80212,7323.25
2021-05-01,07G,175.0,8,368.71558,395.18
2021-11-01,05G,2230.0,64,4950.19207,5305.7
2021-11-01,03H,295.0,11,664.37827,711.9300000000001
2021-11-01,11M,4905.0,154,10083.272620000002,10805.669999999998
2021-02-01,04C,8520.0,270,16747.11021,17973.329999999994
2021-02-01,02H,1345.0,41,2943.08322,3159.05
2021-02-01,11J,1030.0,36,2255.79885,2420.59
2021-02-01,36L,14095.0,440,31158.607689999993,33438.560000000005
2017-06-01,00T,1905.0,51,4254.94359,4597.4
2017-06-01,03F,4585.0,140,10240.155050000001,11065.14
2017-06-01,11J,2135.0,65,4769.40904,5152.459999999999
2018-02-01,91Q,17610.0,561,39388.772610000015,42422.770000000004
2018-02-01,03K,975.0,31,2184.5154700000003,2353.01
2017-08-01,06N,4515.0,136,10096.980259999998,10896.190000000002
2016-03-01,00L,4000.0,137,8938.18185,9653.279999999999
2016-03-01,03K,990.0,27,2211.12689,2389.2
2016-03-01,26A,2670.0,84,5963.886460000001,6443.58
2017-05-01,02E,3285.0,97,7344.36052,7927.789999999999
2017-05-01,D2P2L,9720.0,317,21735.74321,23457.540000000005
2017-05-01,91Q,18755.0,613,41934.99924000001,45262.05
2015-01-01,12F,5480.0,186,12238.942570000001,13225.06
2015-01-01,03R,1270.0,35,2835.4687,3064.93
2015-01-01,02T,3730.0,136,8331.784220000001,9001.67
2015-01-01,15A,1915.0,60,4276.150070000001,4621.530000000001
2017-04-01,15M,6470.0,185,14475.61822,15614.259999999998
2017-04-01,00V,1300.0,38,2908.81061,3137.33
2016-10-01,93C,4980.0,160,11129.13388,12018.440000000004
2016-10-01,36L,23325.0,772,52131.97107999997,56290.81999999999
2016-10-01,00P,1940.0,67,4335.97185,4681.880000000001
2018-10-01,06L,7835.0,223,15920.33484,17172.67
2018-10-01,06Q,4310.0,125,8707.65887,9391.509999999998
2017-01-01,27D,8515.0,294,19053.93354,20549.52
2017-09-01,09D,3775.0,116,8435.986850000001,9110.34
2018-11-01,03L,3355.0,108,7508.82993,8089.53
2018-04-01,03K,1015.0,36,2274.14959,2449.55
2019-08-01,15F,6690.0,184,14995.280820000002,16145.169999999998
2021-07-01,X2C4Y,1935.0,59,4356.05658,4669.790000000001
2020-06-01,00P,2420.0,81,5428.156320000001,5840.2300000000005
2020-06-01,27D,5372.0,172,10827.81911,11650.38
2016-06-01,15M,6335.0,188,14169.855339999998,15288.48
2015-08-01,07H,2155.0,81,5347.462189999999,5775.930000000001
2020-12-01,97R,5285.0,166,11846.416079999999,12732.76
2020-12-01,07G,360.0,13,747.91022,803.6400000000001
2020-12-01,02X,3220.0,102,7122.678509999999,7656.890000000001
2018-08-01,06L,7930.0,229,16199.93692,17458.039999999997
2015-04-01,36J,9000.0,288,21694.07471,23446.18
2015-04-01,06L,6925.0,200,17509.779609999998,18928.73
2015-04-01,78H,1430.0,45,3259.9303899999995,3523.47
2016-07-01,99A,23435.0,778,52431.8428,56556.32000000001
2016-07-01,36L,23680.0,798,53049.788199999995,57220.96000000002
2020-09-01,00P,2735.0,92,6132.3866,6600.47
2020-09-01,01E,3410.0,110,7626.557089999999,8207.74
2016-02-01,99G,490.0,20,1095.421,1182.52
2016-02-01,91Q,16760.0,557,37535.28179,40447.490000000005
2015-03-01,01A,6425.0,237,15679.10154,16944.170000000002
2017-07-01,02M,1360.0,46,3037.78618,3282.13
2016-05-01,03L,1820.0,57,4067.6067300000004,4392.26
2016-05-01,D2P2L,8570.0,280,19155.747139999992,20682.16000000001
2016-05-01,06N,3900.0,124,8717.4986,9411.990000000002
2015-05-01,00N,570.0,16,1273.1010300000003,1375.6
2020-04-01,02A,1845.0,52,3975.61966,4275.23
2020-04-01,M2L0M,2650.0,73,5837.18421,6277.679999999999
2020-04-01,00L,1745.0,56,3905.79627,4200.4
2020-04-01,15C,2975.0,94,6121.99358,6582.4
2015-02-01,B2M3M,2130.0,81,4761.729560000001,5140.38
2015-02-01,92G,2360.0,65,5676.18313,6129.87
2015-02-01,06Q,3620.0,108,8757.50734,9458.360000000002
2019-03-01,10R,110.0,5,246.89873,265.47
2016-04-01,06T,4330.0,137,9673.917420000002,10449.710000000001
2019-09-01,01Y,910.0,32,2030.48121,2185.26
2019-04-01,00X,2340.0,77,5249.4719700000005,5647.18
2018-05-01,01H,2125.0,73,4760.25272,5128.35
2018-05-01,11X,2555.0,75,5563.458670000001,5994.110000000001
2016-11-01,00V,1660.0,50,3712.4971100000002,4006.1199999999994
2016-11-01,B2M3M,4280.0,132,9571.546280000002,10329.060000000001
2016-11-01,D4U1Y,3725.0,117,8330.157479999998,8989.65
2016-01-01,02P,2145.0,66,4792.5465,5176.58
2015-10-01,00T,2065.0,58,4604.66754,4983.539999999999
2015-10-01,07H,2195.0,85,4932.148150000001,5335.1900000000005
2015-10-01,M1J4Y,7600.0,235,16948.454169999997,18341.309999999998
2015-10-01,71E,12005.0,364,26765.04131,28972.03
2015-07-01,15A,2225.0,72,5769.380319999999,6238.47
2020-05-01,27D,4910.0,156,10148.53585,10913.710000000001
2019-06-01,01A,5615.0,213,12602.557840000001,13550.870000000003
2019-06-01,99E,1130.0,28,2484.3175,2672.7700000000004
2019-01-01,01E,3430.0,112,7687.8294000000005,8277.74
2019-12-01,M1J4Y,6395.0,168,13519.08543,14540.919999999998
2019-12-01,00V,1160.0,35,2593.1627200000003,2788.59
2019-12-01,10Q,7910.0,250,16018.19945,17227.0
2017-12-01,15N,34440.0,1073,73760.1598,79569.42
2021-03-01,00Q,3160.0,101,7099.605210000001,7626.1
2021-03-01,99C,1960.0,52,4402.343519999999,4730.14
2021-03-01,04C,10760.0,326,21094.719729999997,22662.42
2021-03-01,06L,6505.0,184,12839.39275,13794.62
2021-03-01,14Y,1825.0,53,4059.1521900000002,4360.88
2021-03-01,26A,5960.0,180,13289.29636,14278.490000000002
2019-11-01,04V,10920.0,338,21493.60879,23119.15
2019-11-01,52R,8790.0,256,19289.987510000003,20749.82
2019-11-01,01A,4840.0,175,10862.1554,11680.530000000002
2019-11-01,02Y,2310.0,72,5172.0334,5563.93
2019-11-01,15E,7405.0,231,16594.74762,17848.97
2016-08-01,02X,3260.0,91,7290.481119999999,7867.47
2016-08-01,92A,7875.0,242,17613.971900000004,19004.969999999998
2020-02-01,97R,4360.0,140,9798.18484,10522.099999999999
2022-01-01,11N,10020.0,306,19982.870730000002,21352.589999999997
2019-03-01,B2M3M,3505.0,104,7360.566420000001,7919.390000000001
2019-03-01,02H,1235.0,35,2759.6612999999998,2969.6000000000004
2016-12-01,18C,3160.0,93,7061.3488099999995,7626.129999999999
2020-10-01,01T,5035.0,155,11203.70742,12064.27
2020-10-01,02T,910.0,26,2039.05775,2196.13
2015-12-01,15F,7985.0,247,17804.58202,19270.469999999998
2015-12-01,04V,6710.0,205,14960.374679999997,16193.51
2021-08-01,00Q,2685.0,91,6050.88754,6479.78
2021-08-01,13T,3775.0,116,8481.7209,9085.0
2021-08-01,B2M3M,3930.0,121,8140.76674,8720.57
2021-08-01,01V,4635.0,137,10411.93972,11153.210000000001
2017-11-01,26A,4195.0,126,9369.55682,10113.060000000001
2018-12-01,07G,440.0,16,932.4367399999999,1003.94
2020-01-01,11N,12160.0,398,24455.5242,26290.89
2020-07-01,X2C4Y,2205.0,68,4944.8701,5321.4
2020-07-01,00L,1735.0,56,3890.70252,4187.13
2020-07-01,11M,4915.0,168,10274.79871,11056.069999999998
2018-06-01,00X,2650.0,90,5939.466850000001,6395.299999999999
2018-06-01,03L,3515.0,122,7878.124390000001,8482.87
2018-06-01,02P,2630.0,76,5892.992609999999,6347.06
2021-05-01,02G,4660.0,148,10387.864870000001,11144.75
2021-05-01,78H,1655.0,46,3314.2371000000003,3556.0499999999997
2018-03-01,02E,3960.0,102,8864.745600000002,9556.789999999999
2021-11-01,D4U1Y,4295.0,130,9646.101850000001,10338.109999999999
2017-06-01,72Q,50615.0,1633,113069.24336999997,122150.70999999996
2018-02-01,W2U3Z,38890.0,1162,86754.01552999998,93438.14000000001
2018-02-01,14Y,1470.0,43,3293.58972,3547.6
2018-02-01,18C,2085.0,64,4671.19765,5031.789999999999
2018-02-01,10Q,6095.0,174,12888.253690000001,13882.11
2016-03-01,16C,14145.0,497,31605.639229999993,34136.61999999999
2016-03-01,06N,3550.0,102,7931.5483699999995,8567.33
2021-09-01,02H,1180.0,36,2623.94088,2813.34
2015-01-01,00R,1265.0,41,3025.897,3270.05
2016-10-01,M2L0M,4280.0,129,9564.29149,10329.050000000001
2021-01-01,04Y,620.0,19,1322.3247099999999,1420.24
2021-01-01,00X,1685.0,55,3736.1833600000004,4012.1400000000003
2018-10-01,00P,2510.0,92,5618.74176,6057.5
2017-01-01,02T,3840.0,126,8591.71935,9267.17
2017-01-01,07H,1950.0,64,4363.597890000001,4705.9800000000005
2017-09-01,05G,2160.0,61,4826.388720000001,5212.8
2017-09-01,03H,360.0,13,804.7375200000001,868.8000000000001
2017-09-01,04Y,570.0,16,1263.66433,1364.74
2018-11-01,42D,4085.0,127,9108.766899999999,9815.01
2018-11-01,99E,1030.0,27,2266.35726,2442.3
2015-11-01,02X,2775.0,78,6193.84633,6696.99
2018-04-01,14Y,1530.0,47,3427.7301800000005,3692.4
2019-08-01,04V,10310.0,330,20194.100499999997,21741.13
2019-08-01,70F,7950.0,219,17726.62911,19088.230000000003
2019-08-01,07K,4415.0,143,8919.638460000002,9603.259999999998
2019-08-01,07G,360.0,12,776.52446,836.22
2021-07-01,11N,11170.0,344,22817.85317,24460.969999999998
2020-06-01,18C,2735.0,81,5855.922550000001,6301.8099999999995
2016-06-01,11J,1970.0,62,4406.96892,4754.289999999999
2015-08-01,42D,4130.0,118,12037.18101,13007.86
2015-08-01,03H,360.0,14,804.58291,868.8100000000001
2015-04-01,02E,3225.0,83,7200.35122,7782.999999999999
2015-04-01,99E,1325.0,34,2957.87324,3197.67
2016-02-01,01E,5575.0,174,12460.19638,13454.279999999999
2016-02-01,06Q,5320.0,169,11888.44885,12838.939999999999
2016-02-01,05Q,1275.0,45,2849.78895,3077.0
2016-02-01,A3A8R,8210.0,248,18348.27676,19813.480000000007
2015-03-01,99C,1940.0,59,4331.44784,4681.860000000001
2017-07-01,06T,4090.0,133,9136.33445,9870.520000000002
2016-05-01,02Y,4045.0,120,9038.55819,9761.9
2015-05-01,27D,8050.0,262,17983.2802,19427.29
2015-05-01,02H,1345.0,43,3270.6505300000003,3533.6400000000003
2015-05-01,07G,740.0,24,2495.6830900000004,2696.92
2015-05-01,11X,1045.0,34,3138.0723900000003,3390.7200000000003
2016-09-01,02G,6710.0,229,15004.792989999998,16193.410000000002
2016-09-01,05V,1095.0,38,2448.5928000000004,2642.58
2020-04-01,02M,1085.0,33,2434.73165,2618.46
2020-04-01,97R,4205.0,134,9437.696030000001,10148.029999999999
2015-02-01,07K,4195.0,132,10905.14614,11777.7
2019-04-01,15E,8415.0,269,18877.811609999997,20308.100000000002
2018-05-01,42D,3810.0,116,8503.12114,9162.189999999999
2016-11-01,16C,16925.0,572,37889.00119999999,40845.70999999999
2016-11-01,03Q,3055.0,78,6830.4843900000005,7372.7300000000005
2016-11-01,26A,3475.0,108,7770.263489999999,8386.310000000001
2016-11-01,06H,3270.0,98,7312.118840000001,7891.58
2016-01-01,00N,690.0,22,1541.4556100000002,1665.2
2015-10-01,00L,3795.0,138,8465.57529,9158.59
2019-10-01,11M,4965.0,164,10976.28026,11815.64
2020-05-01,M1J4Y,6380.0,183,13507.155380000002,14528.279999999999
2018-09-01,03K,720.0,26,1603.1402699999999,1726.7500000000002
2018-09-01,99C,2795.0,88,6263.07484,6745.259999999999
2019-07-01,A3A8R,8625.0,264,19315.749900000003,20771.570000000003
2019-07-01,03F,2075.0,68,4656.101140000001,5007.66
2019-06-01,A3A8R,7665.0,245,17168.202190000004,18465.65000000001
2018-07-01,02X,2940.0,93,6581.5555,7084.34
2019-12-01,36L,15180.0,486,33548.885120000006,36075.11
2019-12-01,00Q,3095.0,98,6946.36571,7469.24
2019-05-01,01X,15865.0,533,30491.65012,32817.63999999999
2017-12-01,99G,740.0,23,1655.8893999999998,1785.8600000000001
2017-12-01,92A,7160.0,228,16018.782840000002,17279.489999999998
2021-10-01,02X,2955.0,98,6546.79544,7022.799999999999
2021-03-01,D9Y0V,12465.0,398,27006.009719999995,29010.640000000003
2019-11-01,01Y,1000.0,33,2234.1142499999996,2402.46
2016-08-01,03H,240.0,10,537.1836000000001,579.19
2020-02-01,M2L0M,2540.0,71,5622.83824,6039.360000000001
2020-02-01,01X,13835.0,475,26678.209130000003,28644.369999999995
2020-03-01,00R,505.0,15,1132.5615599999999,1218.73
2020-03-01,07G,450.0,14,948.42959,1020.8399999999999
2020-03-01,15A,11230.0,345,22326.778400000003,24026.539999999994
2019-03-01,99F,360.0,10,807.28861,868.8
2019-03-01,01G,755.0,23,1683.293,1811.1999999999998
2019-03-01,15C,2280.0,71,4707.15575,5064.370000000001
2017-02-01,02A,2570.0,84,5753.04724,6202.27
2016-12-01,03R,1860.0,59,4157.56942,4488.79
2020-10-01,03K,705.0,23,1579.93271,1701.4
2019-02-01,02H,750.0,24,1671.01484,1799.1399999999999
2019-02-01,15E,8180.0,259,18330.52216,19730.15
2015-12-01,01E,5130.0,191,11442.63957,12380.34
2015-12-01,01J,7925.0,333,17686.284809999997,19125.690000000002
2015-12-01,99A,22375.0,752,49901.505699999994,53998.20999999999
2015-12-01,01H,3475.0,130,7750.65065,8386.31
2017-11-01,11N,11635.0,374,26016.658590000003,28079.04
2017-11-01,11M,5335.0,171,11885.804379999998,12826.230000000001
2015-09-01,01T,4165.0,137,10736.234370000002,11608.120000000003
2015-09-01,07G,925.0,28,2330.28319,2520.0299999999997
2018-12-01,02Q,1395.0,44,3095.1586,3334.02
2020-01-01,02G,5570.0,172,12370.09546,13299.25
2018-06-01,36L,16602.0,562,37115.21033,39963.54
2018-06-01,03F,3860.0,120,8648.80098,9315.460000000001
2021-06-01,05D,570.0,12,1270.98849,1364.7399999999998
2021-05-01,B2M3M,3560.0,116,7391.830259999999,7930.82
2015-06-01,02E,2440.0,67,5447.3889500000005,5888.5599999999995
2015-06-01,03R,1490.0,44,3326.49983,3595.8600000000006
2021-12-01,00V,1085.0,32,2445.02059,2618.46
2021-11-01,00T,1690.0,53,3667.41678,3930.12
2021-11-01,26A,7550.0,224,16907.61972,18122.93
2017-10-01,12F,13620.0,460,30271.49862,32719.340000000004
2017-10-01,07K,4210.0,132,9191.17252,9935.68
2017-10-01,01Y,1370.0,42,3058.71336,3306.25
2017-10-01,52R,11395.0,324,25408.078700000002,27467.29
2017-06-01,18C,3105.0,91,6934.76772,7493.4
2018-01-01,03K,905.0,34,2025.26189,2184.08
2017-03-01,04Y,805.0,24,1798.9064299999998,1942.7300000000002
2016-03-01,93C,4725.0,149,10556.16035,11402.990000000002
2021-09-01,11X,2080.0,60,4519.90078,4845.960000000001
2021-09-01,D4U1Y,4695.0,150,10522.544020000001,11281.71
2017-05-01,03N,6470.0,198,14467.777120000002,15614.26
2017-05-01,02Q,825.0,25,1844.2836200000002,1991.0
2015-01-01,93C,4510.0,141,10071.11698,10884.1
2017-04-01,06T,3940.0,130,8816.97837,9508.53
2016-10-01,15M,6435.0,195,14377.7131,15529.810000000001
2016-10-01,03L,2010.0,62,4491.36197,4850.799999999999
2021-01-01,W2U3Z,37580.0,1121,76896.29548999997,82544.36000000002
2021-01-01,13T,3305.0,110,7417.61521,7965.24
2018-10-01,03F,3705.0,110,8289.84913,8941.400000000001
2018-11-01,15F,6885.0,199,15421.77708,16615.85
2015-11-01,01J,6895.0,304,15405.86608,16639.91
2015-11-01,02A,2915.0,98,6508.81334,7034.87
2018-04-01,72Q,48310.0,1547,103454.13618999996,111422.37
2018-04-01,14L,4605.0,153,10318.30197,11113.380000000001
2018-04-01,15E,8905.0,296,19944.486810000002,21479.82
2019-08-01,M2L0M,2990.0,87,6637.983029999999,7147.06
2019-08-01,06T,4460.0,139,9116.43604,9814.999999999998
2019-08-01,11J,1315.0,39,2913.56174,3137.34
2021-07-01,02T,730.0,23,1643.2157000000002,1761.73
2020-06-01,A3A8R,7130.0,234,15971.957810000002,17185.370000000003
2020-06-01,02Y,2370.0,73,5284.28515,5687.01
2016-06-01,99A,23380.0,783,52311.65763,56423.58
2015-08-01,02Q,765.0,20,2110.34331,2280.6000000000004
2020-12-01,11J,1065.0,35,2345.5326699999996,2521.3300000000004
2020-12-01,99A,20230.0,681,44551.939060000004,47882.310000000005
2018-08-01,14L,4995.0,170,11186.40468,12050.939999999999
2018-08-01,D4U1Y,3730.0,116,8354.50128,9001.75
2015-04-01,12F,5370.0,191,11992.799319999998,12959.550000000001
2015-04-01,52R,7230.0,208,16942.62878,18313.360000000004
2015-04-01,93C,4470.0,143,11080.31668,11976.460000000001
2015-04-01,10Q,4020.0,148,9444.73962,10208.46
2015-04-01,14Y,1265.0,40,2824.53994,3052.8500000000004
2016-07-01,02P,2370.0,82,5301.6614,5719.579999999999
2020-09-01,03K,745.0,23,1670.2713,1797.93
2016-02-01,84H,25225.0,856,56379.91617000001,60876.19
2015-03-01,36J,9105.0,323,20332.687680000003,21973.22
2015-03-01,05Q,1285.0,38,2868.71535,3101.13
2017-07-01,04C,8080.0,256,18129.142280000004,19499.78
2017-07-01,93C,5180.0,157,11571.15037,12501.060000000001
2017-07-01,14Y,1555.0,54,3474.3327600000002,3752.7300000000005
2017-07-01,15C,1855.0,62,4144.36247,4476.73
2017-07-01,01W,1335.0,37,2881.73727,3113.1900000000005
2016-05-01,M2L0M,4680.0,148,10459.59675,11294.349999999999
2016-05-01,99C,2465.0,72,5508.658189999998,5948.85
2016-05-01,A3A8R,7630.0,247,17056.073319999996,18413.800000000007
2015-05-01,11N,11030.0,353,32104.975990000003,34689.68
2015-05-01,00V,1430.0,46,3796.9532200000003,4102.67
2016-09-01,00V,2060.0,61,4605.313830000001,4971.46
2016-09-01,11J,1710.0,53,3823.44438,4126.8
2020-04-01,D2P2L,7065.0,200,15112.429869999998,16251.990000000003
2020-04-01,11M,4681.0,148,10239.401100000001,11010.83
2019-09-01,03L,2730.0,91,6120.096820000001,6588.43
2019-04-01,11X,2305.0,69,4909.31912,5282.18
2018-05-01,02E,3785.0,102,8466.95414,9123.6
2018-05-01,15M,6065.0,169,12543.48279,13516.479999999998
2016-01-01,42D,4200.0,134,9383.12644,10135.95
2016-01-01,10R,840.0,24,1876.57669,2027.2
2015-07-01,D2P2L,7455.0,252,17816.66811999999,19263.460000000006
2019-10-01,03Q,2870.0,75,6413.01892,6904.530000000001
2020-05-01,01J,7970.0,337,15673.349699999999,16839.62
2020-05-01,00X,2150.0,75,4774.92878,5134.33
2020-05-01,03W,6310.0,185,14107.22723,15173.82
2020-05-01,06H,2280.0,66,5115.63272,5502.4
2020-05-01,42D,3740.0,121,8350.32813,8982.43
2018-09-01,D2P2L,8186.0,243,17987.788529999998,19377.250000000004
2018-09-01,05W,2140.0,69,4794.98692,5164.52
2019-07-01,05W,2605.0,81,5836.63054,6275.85
2019-07-01,10R,400.0,16,897.94709,965.3399999999999
2019-06-01,01E,3015.0,102,6766.7082900000005,7276.17
2019-06-01,01F,4655.0,161,10425.74,11212.33
2019-12-01,02H,910.0,31,1991.83243,2141.8199999999997
2019-05-01,A3A8R,8480.0,262,18952.911450000003,20399.950000000004
2017-12-01,01X,15615.0,540,30317.74194,32699.4
2021-10-01,03K,460.0,17,1024.83363,1099.27
2021-10-01,M1J4Y,6135.0,171,13041.34009,13991.310000000001
2019-11-01,M1J4Y,7330.0,208,15560.908920000002,16739.47
2019-11-01,00R,875.0,23,1963.03785,2111.6600000000003
2016-08-01,02G,6900.0,222,15435.017579999998,16651.95
2016-08-01,03N,6010.0,180,13441.79005,14504.099999999999
2020-02-01,26A,4115.0,119,9164.39069,9843.990000000002
2021-12-01,03W,5755.0,175,12805.46499,13714.97
2021-12-01,11J,1320.0,43,2944.20006,3153.01
2017-02-01,00X,2930.0,103,6560.05891,7071.040000000001
2016-12-01,36J,12940.0,409,28920.47419,31228.489999999998
2016-12-01,12F,10135.0,351,22654.95783,24459.059999999998
2020-10-01,11J,1185.0,34,2604.87659,2805.5
2020-10-01,92A,6335.0,186,14186.538650000004,15277.609999999999
2019-02-01,00P,2145.0,70,4808.761930000001,5176.599999999999
2015-12-01,99C,2345.0,71,5229.14718,5659.25
2015-12-01,06Q,5705.0,177,12720.51558,13768.09
2020-08-01,02Q,1290.0,40,2683.0085699999995,2885.1400000000003
2020-08-01,93C,3370.0,96,7523.834159999999,8089.469999999999
2020-11-01,00V,1085.0,30,2426.37185,2607.6000000000004
2021-08-01,D9Y0V,12090.0,400,26426.95664,28303.000000000004
2021-08-01,36J,5630.0,164,12673.540949999999,13576.21
2021-08-01,36L,13480.0,433,29991.84515000001,32122.64
2017-11-01,52R,11935.0,326,26565.485070000002,28672.770000000004
2017-11-01,10R,355.0,15,794.2295799999999,856.73
2015-09-01,13T,4370.0,143,10021.469290000001,10833.96
2015-09-01,99C,2235.0,68,4988.692,5393.780000000001
2018-12-01,91Q,19400.0,607,42568.40657000001,45844.87
2018-12-01,02E,3575.0,102,7972.837280000001,8587.84
2018-12-01,X2C4Y,3020.0,94,6757.19051,7277.39
2018-12-01,06T,4615.0,138,9643.072619999999,10384.54
2020-01-01,70F,6835.0,188,15300.880359999997,16451.67
2020-07-01,02P,1675.0,46,3323.5550399999997,3577.16
2018-06-01,11M,4395.0,141,9835.97426,10592.11
2021-05-01,03L,1675.0,60,3758.4696700000004,4031.5
2021-05-01,03R,190.0,7,397.07371,425.95
2015-06-01,52R,8150.0,230,18396.32266,19885.23
2015-06-01,05W,1880.0,51,4800.0750499999995,5188.68
2018-03-01,93C,4735.0,150,10592.156639999997,11416.28
2017-06-01,01F,7175.0,237,16027.498709999998,17315.66
2017-06-01,03W,6355.0,194,14193.967400000001,15336.730000000001
2018-01-01,06L,9085.0,263,19169.46594,20678.039999999997
2018-01-01,11M,4920.0,163,10934.78622,11792.109999999999
2018-02-01,00T,1675.0,49,3753.3928699999997,4042.3399999999997
2018-02-01,13T,7045.0,227,15767.342329999998,16980.23
2017-08-01,01W,1325.0,45,2943.8920200000002,3175.94
2017-08-01,15E,10255.0,332,22936.122759999995,24748.690000000002
2021-09-01,03H,415.0,14,934.10628,1001.53
2017-05-01,78H,1275.0,41,2850.7799400000004,3077.01
2015-01-01,99A,20115.0,662,44924.94141,48544.0
2015-01-01,36J,8280.0,268,18490.31985,19982.379999999997
2015-01-01,03N,3730.0,117,8330.401,9001.739999999998
2017-04-01,03R,1370.0,41,3065.8192400000003,3306.26
2017-04-01,W2U3Z,38660.0,1179,86516.35093999997,93299.38000000008
2017-04-01,15C,2220.0,64,4968.023050000001,5357.599999999999
2016-10-01,18C,2720.0,86,6077.806199999999,6564.239999999999
2021-01-01,01E,3555.0,106,7979.36565,8568.529999999999
2021-01-01,02G,4325.0,135,9607.22525,10318.18
2021-01-01,99C,2025.0,54,4549.34732,4887.0
2018-10-01,D4U1Y,3890.0,126,8705.5708,9387.87
2018-10-01,02P,2380.0,77,5325.96532,5743.72
2017-01-01,01V,5415.0,191,12118.0999,13068.170000000002
2017-09-01,36J,12640.0,390,28244.293230000003,30502.75
2017-09-01,05W,3025.0,93,6761.345650000001,7300.3
2018-11-01,02E,4565.0,110,10185.71684,10977.04
2018-11-01,03F,3085.0,94,6898.6446,7434.2699999999995
2015-11-01,00V,1600.0,49,3571.42479,3861.3300000000004
2015-11-01,00Y,1380.0,52,3081.55053,3330.3900000000003
2015-11-01,00L,4010.0,149,8953.7532,9677.47
2015-11-01,00N,750.0,22,1674.3135500000003,1810.0
2018-04-01,00L,3160.0,120,7078.3942400000005,7622.530000000001
2019-08-01,42D,4490.0,144,10063.30539,10835.850000000002
2016-06-01,M2L0M,3825.0,112,8555.4957,9230.98
2020-12-01,06T,3315.0,105,6727.3354,7230.99
2015-04-01,00X,4830.0,164,10787.149570000001,11656.37
2015-04-01,03N,4390.0,139,10600.821059999998,11457.609999999999
2016-07-01,W2U3Z,39150.0,1242,87584.45602999997,94481.81999999998
2016-07-01,M2L0M,3565.0,113,7975.151309999999,8603.500000000002
2016-07-01,10R,695.0,21,1554.60341,1677.2700000000002
2015-03-01,06T,3935.0,115,11517.520349999999,12452.5
2017-07-01,00Q,2550.0,92,5698.6912,6153.960000000001
2017-07-01,00X,2975.0,107,6647.078149999999,7179.630000000001
2017-07-01,02H,1140.0,34,2546.4596899999997,2751.1899999999996
2015-05-01,71E,8935.0,257,20219.129009999997,21850.829999999994
2016-09-01,15N,31470.0,1006,70363.78899999999,75947.59
2020-04-01,06Q,3410.0,95,6764.708140000001,7275.589999999999
2020-04-01,42D,4750.0,144,10567.69111,11365.599999999999
2016-04-01,06Q,5710.0,179,12757.71835,13780.14
2016-04-01,04C,6060.0,190,13618.55227,14624.82
2019-09-01,01W,1380.0,38,2918.4150999999997,3142.15
2019-04-01,X2C4Y,3115.0,98,6987.10229,7517.5199999999995
2018-05-01,00L,2915.0,107,6531.15339,7034.860000000001
2018-05-01,06N,4730.0,133,9867.15581,10631.3
2016-11-01,93C,4580.0,144,10252.618719999999,11053.100000000002
2016-11-01,92A,7975.0,265,17836.96937,19246.260000000002
2016-11-01,10Q,6380.0,193,14267.34477,15397.04
2016-01-01,01V,4475.0,139,9998.45428,10799.640000000001
2015-10-01,01D,2595.0,89,5787.49356,6262.5599999999995
2015-10-01,B2M3M,3925.0,141,8754.052169999999,9472.300000000001
